15000 75000
790 1076 5
8934 12515 3
11475 14040 2
12948 1249 3
9925 1493 8
8693 289 8
4828 13347 5
8019 3822 3
4700 12003 2
12688 8297 6
973 440 5
8559 9374 10
2802 5849 2
1165 10149 1
1267 5075 6
8197 13768 7
4644 9948 5
2361 2967 9
10925 14019 3
12598 11708 10
1424 4033 10
12678 12592 5
12799 394 6
3312 7911 6
10074 531 3
3330 8728 1
3226 4724 1
7822 7085 8
1241 9362 8
6663 6961 8
11734 8385 1
2246 12415 3
2132 1566 10
14219 4878 1
6456 14952 2
3768 9634 10
6200 12861 5
3580 5683 2
10280 13276 5
999 4939 8
3426 8026 5
1238 10272 10
11642 12404 8
7441 11623 6
11152 9432 10
6745 13200 5
11067 4401 8
13761 14333 1
6244 9613 10
8090 1964 1
1897 11742 7
10441 12980 1
7752 9623 5
6629 8416 1
1736 10920 3
11796 2666 5
1490 13733 8
1749 3846 2
1339 1442 7
11910 9533 2
12421 2782 4
5957 4576 7
1118 12328 2
34 10310 8
1926 12046 1
13250 8842 7
7775 1684 2
13052 3433 10
9015 11125 2
14592 8035 7
13485 11808 10
9120 2766 8
2736 10236 8
12327 10270 8
6687 3549 5
11967 1799 9
11265 926 6
9296 5331 9
8877 14346 6
3548 5290 4
5457 10127 2
10148 4248 8
4415 13336 6
2362 2016 7
10620 8703 8
7276 12022 7
12774 8287 6
11309 8935 7
4630 2812 5
427 12712 8
4260 3169 5
4902 13317 5
14661 9084 2
4657 11447 8
11275 13419 3
6442 5695 5
9760 9821 2
14005 12483 7
8581 2113 1
208 2540 3
12125 13153 5
10521 3055 2
13166 9068 7
5499 5077 6
8496 1352 5
11548 14146 2
2974 8907 3
11335 7912 8
4983 7846 3
7795 14406 4
1967 11531 9
5661 13404 6
14025 2922 4
1473 8421 2
6720 8269 6
10386 4817 3
4747 7791 2
281 10478 4
8299 6813 2
9781 14608 8
5156 1576 1
13684 13589 8
7971 3966 10
4975 11791 2
13408 3511 1
8193 13897 1
8477 9996 4
2668 10278 5
11124 9929 8
12425 11062 7
4485 7571 5
14427 6255 6
7774 5579 3
10396 10554 6
87 8962 8
4399 8507 7
4881 1985 4
13155 4653 2
8259 777 3
10176 4555 5
3054 392 6
12508 14819 4
11904 13946 3
6618 9342 9
13123 781 3
14492 5180 10
14759 1414 5
10022 14569 1
6915 14180 8
13737 708 3
7973 3763 5
9781 7623 7
2844 10879 5
7838 2497 7
14738 6973 10
600 6465 2
9969 6224 6
12676 7598 5
5036 14513 7
13173 4602 6
2218 12576 1
6654 7357 4
2262 1553 4
11816 743 3
712 481 6
11741 1081 4
4303 2402 10
4630 78 9
13175 5114 2
3603 9640 5
9740 11858 3
4640 9864 2
13516 12127 5
11919 8943 10
10523 9656 1
1101 12749 4
13144 8404 6
7763 13035 7
9981 2562 1
3065 12517 1
751 7258 1
11013 11898 6
4984 10414 3
6860 13685 6
9479 561 4
3931 1662 6
5816 6158 2
3751 5273 9
8117 255 1
8950 9672 9
4422 10423 9
11753 6436 7
5300 2772 4
4622 9632 1
4239 10463 2
4865 5746 6
3240 11562 6
7723 313 10
10242 14783 7
6674 85 9
624 4507 2
1832 7612 10
6291 12912 2
6164 2534 6
2426 13126 1
14250 2991 7
12735 12583 9
8731 5306 4
10000 6900 9
2876 13575 4
11776 14199 4
9747 1032 6
11858 7323 9
1741 4839 5
7608 7265 1
8938 6515 4
1014 10603 7
11004 10686 6
6307 12038 8
7746 6266 3
621 3042 5
13004 4141 9
3000 999 2
5908 9092 3
2702 1700 10
3975 10638 8
8238 3004 1
1437 14008 9
14942 11667 7
11699 4413 3
13384 11387 5
14268 9391 8
7536 3743 7
14479 9651 9
11261 3706 1
6660 7681 1
6279 7271 5
10149 8708 5
1057 2 2
10355 3054 8
4567 1438 5
8173 706 6
920 14594 10
1018 14073 3
10208 1686 1
6098 14698 4
3978 5978 6
11214 7479 4
8810 14889 7
11722 10244 1
10399 6164 1
11815 14337 9
1270 6610 3
821 7628 8
1376 2837 4
5636 287 4
8930 10618 4
4495 6832 4
120 643 3
10748 3717 9
9430 5468 3
9550 2283 3
8080 9905 3
14852 10727 1
3401 3455 10
8636 9091 8
13570 9373 6
833 5220 10
1928 5341 5
2912 7441 2
14141 8224 10
1533 9126 5
9615 2207 1
9307 8411 10
7980 11813 5
9489 5449 8
2638 10371 2
53 11205 4
2005 4485 7
4599 7398 9
2263 6539 3
5394 14424 9
10809 392 8
11129 1051 10
4880 9031 3
2086 9873 2
8383 12511 4
406 3917 1
12650 12274 8
6586 1873 6
14316 4136 7
270 9531 4
10351 11692 6
7638 14173 7
13337 4053 9
7201 6139 4
6515 5874 7
1200 12633 4
7090 1635 8
169 14573 4
9295 13890 2
7663 5512 5
5456 863 7
9993 14854 10
9230 4543 3
8850 11745 4
3343 3260 1
1699 10812 4
10325 2902 9
1224 9423 4
349 10070 4
3611 2734 7
7755 14542 2
8592 9536 6
14953 3766 2
4016 3968 7
11921 7311 9
10701 362 1
13466 2039 5
2866 3264 8
6840 3613 9
1055 13576 5
783 6332 9
1375 6276 5
8172 6229 3
4513 1597 1
3951 13519 4
6649 572 9
11511 5391 8
10627 14609 4
12815 6449 8
1425 13857 6
14121 14640 10
11359 1015 6
3134 540 8
11378 5053 5
2239 9005 6
13114 7006 1
9352 9870 2
7630 5497 3
523 3312 3
3382 11089 10
4818 1562 2
3937 12922 10
685 7408 10
3662 3786 5
14588 12377 2
9034 10492 9
1756 4844 9
8517 3826 6
6239 4350 1
1763 14084 2
11144 3902 5
5166 14192 7
12907 6229 7
14836 9891 3
13170 9479 1
11862 9865 5
8912 11621 9
832 11490 8
13249 9082 8
5331 2197 2
8503 13342 7
4589 9860 1
13597 7767 10
13 13955 3
11567 3477 2
5499 6691 10
9923 603 1
10544 7787 2
14991 6037 6
140 2720 3
14373 11223 5
2509 7164 7
2541 5761 4
2450 5774 1
3602 8694 9
5586 14193 10
2435 9117 6
2257 11013 3
13570 11004 2
3965 11144 3
11558 10517 8
8844 4379 3
991 13272 4
7256 723 1
12477 10677 5
6175 7615 10
12916 1402 9
5261 3660 2
5394 2230 8
2915 6196 2
9509 9106 2
12327 2950 3
7309 3941 5
14404 2550 10
3626 27 10
1542 12554 5
13652 10470 8
11230 7084 10
11174 12478 10
7121 6745 8
14213 7607 4
14526 4934 5
10570 3595 8
4886 2999 8
14926 12978 7
3347 14520 3
8031 4524 4
5470 755 10
6569 11929 8
1251 4050 5
2128 9615 2
3464 493 8
1398 2415 3
977 7302 5
11755 13580 3
5263 1927 5
11326 9958 10
4211 6781 7
4180 13350 6
7979 14601 8
3523 8082 6
13027 11546 1
3816 12944 7
6849 5273 9
10585 2028 1
12299 13644 8
13533 9970 8
4292 14181 9
2158 3361 10
3305 11340 3
14855 6215 5
6020 10594 1
10382 14411 7
10808 12612 1
9888 8197 1
7548 5496 5
7135 4029 5
14385 14674 8
7063 1832 9
13092 5138 1
1427 4993 9
6491 2365 3
8102 12747 6
14008 14908 8
1540 9796 7
6101 8697 5
657 7184 5
13832 6569 1
8891 13633 3
7312 3077 3
2072 4504 8
9400 2348 3
3675 10450 3
12360 810 1
3658 2351 9
856 14804 6
3551 461 3
1627 5645 2
14377 14537 7
13959 6849 5
1384 273 1
8801 1026 9
9936 4701 1
8818 8413 4
13960 12071 5
13898 4280 1
13886 7831 2
6058 9458 8
11151 8835 7
14878 14146 8
13034 530 1
7046 684 7
12055 10620 10
10217 10790 4
9190 9750 5
1866 8648 7
9346 13886 8
8640 4944 6
13579 7448 3
3055 7326 10
5732 11712 2
34 3758 8
4011 7165 8
4040 2383 8
12483 11573 10
9350 13440 9
10496 14138 5
10826 7778 2
14261 12709 10
9236 7116 8
3357 12848 10
4360 4235 8
6048 8246 4
3355 3638 9
2805 1122 2
12004 1824 4
6204 3672 5
14291 14498 5
3674 5112 5
9153 14348 1
4662 9057 2
5531 13417 7
1510 4465 5
4655 14173 3
10183 8330 7
3637 11686 3
1882 2891 6
14266 8534 4
10781 12208 8
5005 12713 6
12697 8727 5
3238 5610 3
4366 7120 8
13740 3128 3
11753 4663 3
8591 8300 10
7254 1535 3
9589 801 9
2774 2934 9
1072 14291 4
5069 11989 1
3124 6579 1
14596 10946 3
6885 9686 1
13348 12791 7
4492 6383 9
971 13637 4
13045 14578 8
3653 2352 2
12821 9776 6
2406 14846 5
9366 2970 6
13288 8918 2
9331 7155 1
14853 5503 4
10039 9996 7
11230 2319 6
7603 6717 4
2482 10370 9
8944 14544 5
12401 1950 3
12847 2669 5
4872 957 5
14196 10288 1
3206 1494 4
11359 2885 2
2248 14115 4
6773 13071 1
2229 553 3
6389 9497 7
5325 13250 10
4108 11097 9
3564 970 6
11939 166 7
12469 9724 3
9854 12435 8
8588 14683 4
9641 12809 7
8763 6390 10
3255 4131 10
3644 9456 10
5983 4916 8
2343 8481 8
14660 11772 6
13618 9241 2
14070 10447 7
2408 4035 3
11213 5028 4
3089 5143 4
1870 8399 7
10149 3395 3
1679 730 2
4306 3073 5
14255 2733 7
722 1352 10
11913 422 7
5539 9182 5
11553 11747 5
376 6188 9
10589 8059 10
1285 3208 5
7790 4887 5
4211 545 10
465 6152 3
14843 6874 7
8462 3787 2
3880 679 6
3334 12232 4
14169 12609 4
6499 14550 3
7228 836 4
2704 14978 3
13910 10541 9
13189 2358 1
201 2201 8
1270 2015 5
2761 5895 4
4786 582 7
9911 14751 6
6225 12602 6
1949 4830 4
882 13886 4
2407 12796 5
4477 10985 3
6347 2538 6
12796 3808 1
1681 6569 9
6244 2708 1
14392 12619 4
13797 3844 6
4105 12146 8
1600 13028 4
14074 435 2
13440 4912 7
165 2612 5
4090 6760 4
1383 8441 5
10923 6038 5
14693 5430 5
918 10580 1
14745 14685 7
3402 7637 8
12297 6711 5
3988 5152 10
13016 5317 4
3230 759 4
3605 8494 6
1902 4417 6
2906 10462 6
7882 11380 6
8055 11125 3
5373 5879 3
7072 9528 4
9207 4868 8
13958 2884 7
6321 12467 9
11796 7424 3
10713 9326 3
668 3585 5
2406 2819 6
14723 10874 3
3078 7600 5
14070 14672 3
8125 8879 2
7333 14189 8
9561 11862 5
12549 8659 10
384 10724 8
7636 11393 3
10350 5151 3
797 4874 9
8722 7952 9
7526 7022 2
858 6500 3
5411 5185 3
12849 14746 5
2753 3648 6
82 10384 1
13090 3020 6
6034 4722 7
1798 11872 1
14789 5594 6
14027 13120 10
4290 13978 10
9785 4390 5
8117 8591 4
9663 11344 4
4869 2779 8
10799 7221 10
4474 13255 4
9652 6406 8
13352 6195 2
1357 11574 2
9089 7217 3
1968 2002 5
6385 1471 6
1900 11134 2
1063 1003 1
1962 3154 4
12233 13980 10
3578 8632 8
6796 13337 3
6959 6046 9
5243 135 6
2505 8456 8
1861 6193 9
9808 8093 6
5451 508 1
12522 2470 6
3165 6055 8
13416 9633 3
6425 7781 10
5629 14741 6
1408 4984 4
10755 13841 10
7105 7054 3
4925 8214 8
13880 13665 6
191 2539 8
11008 12057 3
12157 1825 8
6939 8251 10
6410 13880 3
5576 6640 7
2581 2396 10
8042 9501 6
4696 14426 10
9443 4659 5
14698 11202 5
13775 13562 2
10259 10719 7
1376 9011 10
6627 421 1
11619 12349 1
12947 14930 7
4468 7972 10
3043 4020 9
9832 13463 10
6639 4513 2
5985 9640 4
11036 11251 5
9264 12628 6
744 4255 8
12456 7227 7
9456 11526 10
205 995 4
6806 4038 5
12834 5223 10
14873 3214 6
4466 9199 8
7621 11587 10
6496 5851 8
14381 12947 5
14040 1755 4
11049 2564 1
7988 2769 6
4251 927 6
10887 13762 1
987 4987 5
8304 806 4
10261 8427 3
8470 14923 7
10659 5657 4
2104 11049 2
7127 7098 6
29 86 7
8926 4338 4
13214 6577 8
7724 7564 8
11801 868 4
10076 11130 1
4939 10952 7
12005 6612 6
8370 68 5
6491 7195 4
7176 13577 10
8334 7503 10
4068 5717 8
4915 4794 4
8454 1595 3
6447 11671 5
4220 1610 9
1916 4967 1
11621 13338 9
2375 4829 7
6580 3358 4
4520 11692 9
4501 7112 7
4708 3380 3
3832 11834 8
10176 9634 1
4002 13854 2
8780 7122 1
5171 10095 9
7981 3822 1
2987 10403 9
2922 6275 3
10361 10776 6
14869 6837 6
9171 2021 2
5068 3549 6
3988 7551 10
10871 7683 4
7722 4206 9
9262 12188 4
632 175 7
10360 3098 2
14485 4811 10
4370 4680 7
3987 13851 10
438 10271 9
6524 5611 10
2815 1483 4
6229 557 10
11089 9819 10
4772 1804 8
8858 12164 8
10571 11649 9
14413 7371 9
10091 11358 2
7791 3149 3
9039 9673 4
2839 3840 9
10674 10069 8
7715 12511 10
8297 2283 4
9054 2494 10
4261 4417 2
4279 3830 3
329 13922 4
1582 13065 5
13106 7104 8
8889 1295 8
3860 3321 10
5739 11037 1
2438 10686 6
7293 4740 10
9313 9001 8
5686 4632 10
9430 11313 4
885 12895 9
10489 11001 4
14766 11242 9
14236 6454 1
127 12194 10
13529 5984 6
14214 4630 8
2394 5295 1
1343 10981 3
4122 5411 8
12176 6297 5
9646 1786 6
7869 7905 10
13740 13493 5
7932 13620 1
4513 3501 7
11780 2715 9
8787 11461 4
6147 12804 5
14491 8279 9
10500 11807 8
4404 6453 6
9309 5675 1
8160 10767 6
7114 3699 8
966 14564 9
7155 11344 5
2973 11483 8
4087 8982 5
7533 8473 4
7743 3973 3
14250 8377 8
13896 9038 5
12798 2198 2
1546 665 3
3913 7983 7
1134 138 3
1070 9464 6
12467 4903 8
13021 12436 3
13206 11532 8
10198 10782 7
11348 1030 7
3172 5181 6
5764 13079 3
9758 1992 8
6965 3126 7
6867 4196 3
9605 8016 6
14972 6037 4
11517 10596 6
12034 12146 1
3633 8494 3
4269 3019 4
7104 135 5
8308 9893 8
2496 1858 6
3174 78 5
13316 9683 1
4713 1007 10
8546 3876 8
8912 911 5
2764 4544 1
12646 8813 10
4062 7270 5
8556 6930 9
6395 778 9
7361 3952 9
10227 8620 4
6109 13333 4
8028 6880 10
11896 7144 3
4262 1260 9
5122 13906 5
354 9320 7
4368 9229 7
9628 624 8
8099 14337 10
6647 9564 3
12583 673 6
4526 54 8
6697 3302 4
9780 7564 4
110 4038 3
14254 4392 3
3372 113 2
8069 9741 9
4896 2840 6
12027 840 1
12779 13423 6
3217 9301 10
534 998 4
11348 2130 8
14773 2241 9
2105 1495 1
5110 4868 4
10991 4289 8
201 537 8
12397 3916 10
10509 8048 5
9294 11265 6
14486 11799 5
7979 14499 5
389 14273 6
11837 7730 4
4029 12840 4
11335 184 5
13382 385 4
9621 4134 10
6701 14643 8
8555 8938 3
4711 14776 5
8217 14107 6
13853 14496 1
379 2685 2
1104 6715 4
13049 9402 8
14283 7784 6
7406 2405 10
4445 458 4
885 366 4
8589 11429 2
13093 4646 9
8449 3499 6
9429 10230 3
9492 2686 10
7396 735 2
11835 18 8
1660 13776 6
1972 9574 4
1927 10459 10
10820 4048 9
2193 8494 7
1321 8295 9
6298 2724 1
13961 3569 8
11042 10965 3
11174 14152 4
1793 813 10
9818 2785 4
3302 4712 5
3503 6884 4
134 9077 10
1410 1750 5
3890 8049 1
1601 13362 10
1998 756 7
9482 3282 10
8337 5076 5
5969 14894 2
6822 9548 6
839 13052 10
13904 4538 9
5463 12300 1
5317 1191 2
14247 2792 4
11747 11142 1
11563 11976 3
1884 5314 1
8018 11283 6
8289 9457 4
4624 10296 8
14195 9200 6
9195 14663 7
5946 11332 10
2097 10580 4
2963 7327 6
4585 10242 2
9489 12127 6
4470 11497 1
5697 4787 9
1472 763 5
1652 14959 8
6369 506 3
8387 6452 6
11596 14902 6
8949 9217 5
8796 13802 9
14268 14643 8
1405 10465 6
14826 1162 5
14056 8987 8
2230 10639 9
12309 2008 6
7052 10396 10
13127 13344 4
14782 7294 1
6468 1090 5
8396 6710 1
13804 14468 6
7061 14294 1
5105 13350 8
10264 6932 9
383 4242 7
12360 2646 5
789 773 10
1825 6907 6
12077 13375 6
6132 13123 9
12534 3279 7
8049 1692 3
2431 6797 3
14448 2062 7
4808 8797 1
5825 6157 7
14941 13298 10
1050 123 9
7157 12201 6
8003 9685 10
13263 7219 1
11639 6620 4
661 9052 3
9385 14852 7
10041 4661 4
6292 1838 1
5188 8131 2
11210 9182 5
9138 7691 6
11794 694 3
3925 5309 2
14335 1948 3
2790 8961 7
13043 3346 1
1709 4740 2
5525 2384 2
9145 13924 4
8768 10134 8
2163 10625 9
14110 13771 6
5743 2696 5
4594 8383 6
1418 11174 9
7294 569 8
10727 2278 10
12468 7803 4
13752 8301 8
8167 2069 5
11764 10584 2
14404 9695 3
9091 438 9
9088 11384 4
11033 12803 8
4643 11449 7
1600 7176 8
9649 10997 3
11434 1101 4
5792 9268 6
7988 12384 10
12161 11788 5
8753 5880 5
14393 14968 10
13416 2353 5
14966 6996 6
2084 14949 3
6481 9598 2
10034 6033 3
13239 3177 1
3514 2517 5
10726 6030 5
6280 14783 5
14977 5528 5
5058 10296 10
7942 10262 9
13627 12347 8
2841 10180 8
9404 5214 3
10716 3454 2
12648 13320 9
5612 9046 9
8069 6679 4
1405 6656 4
9710 11714 1
3071 11008 3
3429 987 2
10088 3829 3
2698 13233 9
1340 302 3
9512 12950 4
11552 9915 10
4623 2984 1
12476 4389 7
8562 5451 3
8592 14875 1
10236 3304 9
9228 4745 10
9752 7443 5
490 135 9
1035 9647 10
8548 12552 7
1459 2175 1
1050 6003 2
13648 14565 6
7961 8157 1
4633 3394 7
2293 3974 2
10134 13726 7
7561 5568 3
5289 6603 2
968 6503 4
12914 7963 9
4196 365 3
6220 5365 10
13695 13326 8
12397 9312 4
14403 2957 10
12507 13092 8
3053 5653 6
87 10942 10
6769 3263 5
11002 7529 8
2411 11726 5
6175 9298 1
9504 14345 9
12343 11742 1
9928 11145 9
11487 4 3
3124 9410 6
330 9497 8
10491 1266 3
12155 3621 3
13135 6032 1
14479 3559 9
12541 4415 4
8930 1759 8
5982 11687 5
5992 8175 10
4094 11299 10
7849 2981 9
13899 4824 8
14563 1980 9
1405 6467 1
6325 12298 2
11895 9840 7
10458 10122 6
12115 1104 6
7622 13449 3
11781 2543 4
1702 1745 6
1120 6996 10
8157 6559 2
3815 7965 9
11857 5642 8
14810 2538 10
827 4348 2
9954 7816 8
769 438 7
6111 12219 3
14105 5273 8
1432 6393 6
8583 5903 5
9067 1070 2
9665 12928 7
13914 12738 5
4355 4917 3
4918 14872 1
12938 6993 9
13054 4457 10
13418 3562 3
527 11346 9
9632 11281 2
1649 5348 2
7982 6366 2
4958 5280 3
10824 988 10
6039 5906 4
9069 3844 8
12538 8251 5
10929 13021 9
8242 13549 5
9652 14533 8
10613 1182 7
3996 517 3
1660 5475 5
12062 1300 3
12381 7339 2
3925 7760 8
8814 5298 1
11808 7580 3
1068 822 4
1674 1826 7
13561 12439 2
797 7787 1
9399 9447 6
14634 6509 8
12208 10243 9
689 5520 10
5719 14334 10
3999 2494 10
301 3562 4
7856 5236 10
8593 3797 1
8216 4595 1
8356 5346 8
5323 4980 10
9943 8541 5
6901 582 5
2972 6301 1
10694 10301 5
4643 1954 9
12119 9811 5
6420 9756 2
4513 9324 9
10393 9032 6
2072 14355 8
261 9298 1
45 7552 4
11701 10524 5
7691 6218 6
12527 2214 3
5925 5685 6
4559 12105 2
13343 7970 8
3073 3363 10
13150 5436 5
4560 12049 6
4510 3447 8
5043 148 4
11878 7840 3
5365 5367 9
807 2645 4
3764 7204 1
10125 11899 2
8514 6325 7
9583 4475 5
1360 9035 5
8787 4898 2
2414 9941 2
4269 13171 2
12343 3537 2
7631 10696 7
8604 14461 3
4387 938 5
1788 9453 10
256 10388 5
4161 11748 3
11467 11887 1
7220 14301 4
3121 9923 6
13215 7266 5
13676 14898 1
8134 14854 4
1148 4241 5
6062 12381 8
2301 12638 8
9368 1799 9
1822 4618 6
7822 11838 10
6467 14959 3
11932 4526 9
12286 3202 9
14689 2688 4
7904 3837 7
2058 1251 9
12017 9905 7
2365 4273 8
10813 12447 6
7500 11621 4
3489 3088 5
9401 21 2
13932 3659 6
9712 3348 7
13995 11253 6
5224 13311 7
2482 1681 2
12378 4046 7
425 6211 4
8090 13711 5
3945 2201 6
14759 2954 7
6452 8238 8
7700 2951 7
11636 8298 2
10761 13522 5
2489 1004 6
12771 13382 4
10029 5159 5
4735 4601 7
11061 8546 8
5476 14658 2
14912 12462 3
4360 5162 4
3508 1798 2
5261 3911 5
11677 6401 1
13423 10524 6
10566 5553 5
13921 1640 9
7339 12702 5
11606 3178 5
10179 9443 8
1991 5155 2
3106 15 3
6168 5276 4
14104 1953 7
8044 6728 1
13071 8647 7
1906 13920 9
1694 6259 1
1380 9217 10
7077 4396 5
3884 12740 10
12205 846 5
13677 13366 3
10413 3822 8
4901 11867 7
9914 1290 6
11832 3196 6
390 11242 7
1651 3975 4
12442 11052 2
2676 6288 2
4417 9845 1
6173 8523 9
13205 10288 2
13542 189 1
11960 10103 1
4025 6935 10
10010 7326 4
13606 329 9
11419 4123 3
11333 6799 1
8986 2568 7
7486 8741 2
2057 6946 2
9098 11840 1
10710 8801 7
7260 12826 4
4711 14189 2
13405 12795 1
2425 567 4
2498 11900 5
210 12238 3
7768 4725 6
8849 13134 4
2922 7232 5
12185 2942 8
1551 1554 4
4204 6266 3
11888 4671 1
13548 13448 10
10684 946 2
14618 1157 10
12473 277 7
10420 9127 1
314 12049 5
8400 9234 7
10287 2137 4
10000 12694 10
255 9582 3
9657 14482 1
4626 10166 10
9199 1137 9
4658 4962 6
11195 382 3
865 696 5
4120 9096 1
1668 10735 1
771 12088 5
12492 12343 9
13884 13352 1
5077 2978 10
12216 12177 7
11864 8187 9
11789 4382 3
12194 11600 10
1000 7072 8
14040 92 6
11922 7216 4
7498 11060 7
12656 1297 1
2297 6374 9
8456 3590 8
7104 6806 7
10714 3595 2
14706 789 2
10747 1789 6
7237 7182 10
14462 10456 6
3775 2955 9
11783 611 6
3143 9260 10
3833 9068 2
8052 1172 8
5458 3238 3
13599 2945 5
9692 13692 6
12857 5929 10
7467 5391 7
644 518 2
4882 12301 5
10417 444 6
13678 4277 6
5529 12329 1
10538 9140 9
12791 7739 4
13537 2432 9
1072 6641 10
8494 5460 4
5020 6105 2
10853 2339 6
2297 4109 10
9354 9139 10
1832 14669 1
10482 10207 1
7370 14350 3
13556 12887 5
9786 5312 6
11945 5158 7
10848 1530 4
1622 3735 5
4697 6032 4
14568 6739 4
13717 8571 5
7900 10405 4
11222 2775 5
7284 7683 4
5778 2469 8
2266 14415 8
4214 1615 8
12267 3237 3
14011 7934 8
11217 13855 9
2562 12572 10
8576 11824 5
1149 8047 2
14425 331 6
10589 12462 7
9768 6080 4
14106 10294 10
4973 13913 9
5928 4276 6
12915 493 1
2993 3055 3
7994 2983 10
8400 4133 7
2933 3558 10
5150 5499 2
9837 6620 4
5290 12078 8
8711 8403 1
370 14331 8
6315 3598 3
11115 6591 1
4839 5937 4
10388 14337 7
336 8623 8
5616 13773 9
14709 8610 1
14883 5253 9
10350 13964 3
11083 14334 6
1092 12001 5
12946 8116 8
12856 4308 6
750 6048 5
14128 6385 8
7417 12001 2
6206 3062 4
2966 2945 7
3157 4648 2
5399 7083 8
13324 8175 10
1200 12473 8
10668 10330 6
2425 2432 5
8519 1560 2
14589 8978 5
13080 6536 7
2885 9502 3
6592 4011 3
615 9410 6
8972 14087 3
14331 287 6
4159 2307 8
4646 4732 10
4830 13252 1
9103 12841 9
10377 2273 5
14714 11510 9
13348 3102 1
1630 3717 3
11995 4042 2
6887 3373 2
14252 13884 9
14652 3531 2
11131 14713 4
9171 8817 7
7541 4194 2
12447 3908 2
3208 8608 7
12980 10238 6
8514 7233 8
3136 5472 4
4397 11077 8
7965 10729 9
1266 6860 3
14171 1032 10
1269 14925 6
5640 3725 7
12874 6933 5
14562 4913 4
11319 13427 7
5767 7915 2
9940 12312 9
12997 11630 8
10938 12896 8
2240 3420 2
8711 4689 8
4376 1682 5
10302 5908 8
9837 5470 3
4610 1789 2
12968 13908 8
11799 8848 10
6707 13198 2
3696 9136 9
1194 2728 9
12427 11439 10
2234 815 2
8470 2470 10
287 12307 2
3369 8269 2
11231 6237 10
3360 9389 1
7801 7448 1
8873 11145 9
14193 3691 7
7933 1118 6
6362 9705 3
6474 3175 5
3845 3463 2
6687 13184 1
11318 767 1
6209 4127 2
1301 3281 2
9591 12154 7
3369 11347 8
6227 4280 7
5524 10642 2
11989 8468 9
5923 12314 2
12165 4001 9
3027 6671 6
6479 4232 6
10672 5534 7
7314 6477 1
6452 1199 10
2930 7426 2
6878 4303 6
5531 1292 5
7359 7215 1
4003 10732 4
13831 13760 5
9426 11591 9
6853 7264 5
1209 5930 3
14071 12382 4
14632 6664 10
4473 4894 3
2661 10425 7
2965 9137 3
13287 13140 5
12610 3323 7
9956 4101 9
11534 10955 5
9999 12164 7
14941 2588 9
3786 2220 6
57 13046 10
632 707 8
2498 10024 7
11580 8311 7
1395 12273 2
2673 7229 3
9191 3763 8
5677 13762 5
8093 5055 5
14244 8841 7
12059 8899 3
14768 9531 2
10607 12029 8
583 14962 9
10051 7709 2
7842 10382 3
1087 10926 7
13934 1603 1
6650 9697 7
8306 293 10
12183 12352 9
5457 3472 2
14439 14080 4
1148 14663 6
4817 1067 5
12110 8909 9
11633 1348 5
6271 6635 9
14671 13285 8
13127 12944 1
3129 10127 5
10677 6936 7
10461 12727 7
7274 13876 3
10401 10045 2
6237 7155 3
12455 10140 2
14600 7763 7
9700 7435 4
14497 11914 8
10939 43 7
4733 2073 4
1999 12534 1
4698 11160 7
13412 6561 2
8193 12798 10
9587 1605 2
5978 1205 6
356 2257 3
8020 1754 7
4979 4045 3
12066 8778 8
11089 10778 2
14191 6828 4
1170 11592 7
6841 4785 7
2372 5724 2
8044 11703 10
12831 12059 7
1405 11431 4
10541 1411 9
2425 13477 8
11382 918 8
9225 109 8
3228 7631 10
10144 14473 7
6210 8197 1
10234 7593 4
463 11776 6
7949 13181 7
8542 75 8
13181 2500 7
2950 5235 5
3497 14460 7
8576 9041 8
3895 4185 3
10351 1748 1
7531 11982 6
7767 12445 3
5062 11746 4
13788 11641 9
8926 9822 2
8892 4124 7
1129 13973 7
8475 7549 10
14804 11444 6
11959 13147 6
2311 5678 8
256 13445 5
9978 3507 1
2882 8648 2
2212 2574 6
4043 2818 2
2461 10299 5
8988 10126 6
7259 9931 10
3364 6890 7
13921 9201 8
108 809 3
11444 10788 3
4527 5022 1
2898 13586 7
8796 2630 7
10169 5091 7
4164 5431 5
12059 12691 8
7751 7407 8
1589 6329 1
1106 12789 3
5421 586 1
4595 5113 5
12417 14363 1
14165 14511 3
10083 9681 7
1301 13845 10
2646 2256 3
5273 1359 3
6143 2949 4
7565 10407 5
9797 7180 1
14169 3127 6
8563 6896 10
7896 6061 1
1210 1145 2
5968 8798 9
7510 11444 8
6742 8070 7
11086 14213 8
6759 6778 8
12926 7928 10
13326 7097 8
10192 7013 4
12773 6261 8
8513 13823 5
5287 4792 3
7257 12302 8
2836 10396 8
8423 12835 3
14662 10946 3
7661 8872 1
7841 7199 1
11148 8743 4
12703 6516 7
5320 6381 10
5434 3020 2
5699 10278 6
11056 13114 5
835 12889 2
11179 3904 8
13301 11565 1
14704 4406 2
14556 6906 5
6421 10962 3
4547 7634 6
1496 4421 7
9590 10120 7
6337 12528 3
4833 13363 3
1164 894 9
8442 14195 6
9592 5251 3
645 4807 1
9089 11228 5
6753 7127 10
10798 8624 1
9216 9566 3
2912 903 1
1075 5737 4
3479 13253 10
9787 6695 5
4012 7639 9
8996 8284 8
12239 8725 9
2795 478 6
9634 2629 10
12246 11845 6
9978 14758 2
5238 7185 1
5213 10664 4
6082 11803 10
12499 7167 9
519 7516 6
8346 4755 1
3754 7550 2
6290 8537 3
8801 12135 8
5879 13466 8
3860 3704 3
13930 270 9
