10000 50000
2977 5841 6
7126 6321 5
65 7204 4
2093 7733 9
1034 4415 1
9676 121 5
7036 5262 7
9568 775 1
7781 847 6
5931 8375 4
5550 7704 6
7 1183 9
382 1248 5
7625 9693 9
6636 727 4
5748 6756 7
1812 3792 10
3259 3360 7
3099 1141 5
5446 3425 2
1400 8975 6
9547 8983 1
367 5717 10
8391 9694 3
501 6330 3
674 2078 9
3673 3891 1
5582 3502 3
970 2953 7
854 8399 2
1817 9799 7
485 5698 2
335 6065 1
1434 809 6
8579 1310 8
6451 8337 9
7431 2010 10
2203 3944 4
335 4914 7
5961 2121 6
1364 3938 8
5743 4423 8
9104 1111 6
887 8897 5
2364 7476 7
171 279 4
2761 7710 6
2890 6265 2
9225 6601 7
2161 8914 10
3497 279 8
7336 6022 4
6873 1478 5
8828 8717 2
7944 1081 1
8371 7605 2
3486 366 5
6964 9609 10
4385 8834 3
3073 996 8
3882 845 9
4982 4533 3
6857 1406 3
9843 6587 1
1726 4531 2
1086 2902 7
7078 6389 6
7132 3353 5
9803 4090 9
9076 3516 7
7263 3750 4
8433 5084 7
5625 1941 6
647 8136 3
4387 9863 4
5561 949 7
4339 4379 8
3484 7863 3
2238 7667 5
6179 6743 1
7467 358 2
9601 8791 6
2619 768 10
7044 1415 6
8056 2155 9
9952 7716 1
8398 8407 2
5937 1892 6
3181 482 5
4515 6661 10
9366 4129 8
4319 82 1
8004 2701 1
6335 6098 8
6451 4154 3
2781 4106 1
61 8856 1
8073 1145 3
300 4326 5
6546 8842 9
9535 4560 10
9234 8879 2
4076 3235 5
9686 9571 3
3063 2374 10
4948 5155 8
900 5217 7
5260 9642 2
7864 6294 9
951 2840 3
699 8727 3
7280 7961 4
3943 2037 9
3307 8075 2
5122 1138 6
1091 2438 4
3870 9691 3
5506 4951 7
4640 2816 1
1748 119 3
402 818 10
3616 8098 1
5709 2041 10
7389 1700 5
4993 6822 5
4970 4265 4
103 4488 7
6805 9994 8
9501 4634 6
4843 2734 5
3025 9488 5
9934 3104 5
1156 8813 6
4415 2555 9
2101 7548 3
926 2518 9
8541 2622 9
5847 5779 3
4456 1633 10
2234 6476 6
130 5854 5
8845 5788 9
2009 3297 5
3567 4064 10
3177 6166 8
9609 3444 8
6659 8337 2
8197 536 2
6082 1344 7
8601 3578 3
6558 61 7
7652 8906 8
1851 7267 7
7567 7186 1
9486 363 9
5305 6325 5
9994 2984 4
7306 7534 10
6749 3616 7
7825 8569 7
1729 5127 8
1488 2780 6
3387 983 4
8583 8550 2
4195 4388 8
2326 6045 3
3900 6039 9
6516 3345 3
9667 6446 1
4163 4271 10
8590 2353 8
9429 3841 10
9175 7228 5
2540 2163 5
3091 6358 5
358 5036 10
302 5289 9
3231 1805 7
3693 1472 3
476 5636 7
9475 578 10
9954 7 1
9565 9182 1
159 1722 6
5655 1166 6
5539 7876 3
1468 8179 2
9789 1410 7
3338 5919 2
5326 4655 10
5904 2096 6
3631 1446 9
3790 9521 6
9446 687 2
1337 8563 6
2806 3094 7
8947 856 5
6754 2312 3
2673 595 2
3681 4706 6
5777 8772 10
9156 2403 9
7396 2545 10
2662 8343 9
4015 9681 4
140 8839 9
6326 7786 5
730 4540 9
4824 3565 7
4245 7246 3
5923 3024 7
9864 8532 2
5252 5928 8
161 4942 1
2109 8957 4
8973 9097 3
8931 1775 9
6097 2505 1
5576 3682 7
2002 4279 5
9486 202 9
5743 6419 1
7106 1671 2
4663 1833 4
6916 294 2
8849 9267 1
9622 4550 7
4532 7000 4
335 2576 6
3351 930 8
9965 6768 2
5956 8863 1
478 5970 3
929 6985 8
2675 3901 2
3378 9103 2
3178 5077 4
1106 5961 4
1540 6296 2
2007 5999 4
6754 5965 3
8056 8273 8
2128 8751 10
1520 6033 6
9097 8708 9
3321 8438 2
6812 1616 1
1205 2723 3
2599 615 9
9272 2622 9
6876 5729 6
7600 137 1
7187 2265 4
9097 138 7
4344 5587 7
3492 8908 5
8096 5720 4
7776 3278 9
3418 2229 4
1709 1501 8
9647 8377 7
6254 5977 6
1134 9517 2
1117 4966 2
3486 9310 9
914 9154 8
429 7250 10
4264 1379 8
822 4797 7
4347 6506 9
494 2505 8
8723 8759 8
7088 6245 7
4071 7363 3
1192 7201 5
3901 8115 1
5518 4896 2
5559 9160 1
2527 6334 10
1723 7033 9
8773 3880 4
4201 2603 6
8310 6043 1
1936 115 6
528 1307 9
1134 1560 5
894 3430 1
4257 8990 4
8999 1517 10
8539 9592 4
7289 4718 4
2192 5271 7
8559 3581 2
1172 5517 7
7499 2397 7
1028 9883 7
2672 777 10
5564 1387 10
7617 386 9
2357 5277 1
482 2566 1
6135 1111 2
743 9670 3
1394 842 2
2161 8342 1
6939 5722 4
3277 8394 4
3046 310 1
1805 4280 9
8433 2989 7
1006 3471 5
4648 9606 6
7210 349 9
9704 1743 3
4068 256 5
828 3547 7
7472 6825 3
7597 9871 6
9109 1677 6
1007 6462 5
4535 3820 6
630 8469 4
4187 2031 5
3767 1735 10
4190 2155 9
9306 2984 6
145 6808 1
9377 4405 3
1624 3514 2
1799 873 6
1315 5409 9
7950 2391 8
6895 2930 1
6189 6698 8
9931 888 4
3929 194 8
1474 339 8
5845 6069 3
6439 7693 9
5062 5845 2
147 7160 1
5405 1463 4
5484 8358 5
7594 900 3
7792 831 3
6497 4760 9
1834 2586 9
331 4783 10
9585 1222 5
2353 6284 10
2346 2784 1
1397 8189 6
5542 26 4
6266 7620 6
40 1764 9
4702 8261 1
5911 6447 8
3811 3130 1
4132 9067 6
2146 1420 10
2358 3767 6
9730 1516 6
8565 7058 2
2110 9677 4
6556 9717 1
4536 772 2
7277 3035 2
2604 3198 2
9066 7330 10
6751 5828 2
7073 4538 1
178 4268 9
1473 9185 8
9146 7648 7
792 556 6
4202 5092 8
2225 2369 5
6696 4973 3
650 4040 5
7319 791 6
8112 7864 4
2673 4395 5
5101 5868 2
940 1367 10
2808 8511 6
4394 2713 9
3103 1290 10
4848 7987 4
6142 4989 6
4767 8660 9
1924 6772 6
3619 5797 1
5935 7251 1
7437 4543 10
2938 7352 1
8996 8098 6
146 1201 7
3665 6049 6
8510 2192 5
7395 3311 5
9776 5235 7
21 5206 7
4661 1142 8
7873 4931 1
2453 7869 5
5543 3217 3
7699 3363 5
7497 3381 6
5282 1891 10
8056 5639 3
7349 4048 7
2556 756 10
3698 8363 3
4981 6866 6
9202 9072 2
2420 3025 1
2135 4531 10
5516 8438 2
3760 4538 10
9399 300 2
4814 7650 2
6602 6558 9
9403 6608 4
3725 1589 10
6853 791 5
5524 9563 2
8246 1699 3
8465 3567 3
3966 7327 1
227 6726 4
5978 7892 6
2129 846 4
9037 249 2
661 327 3
5502 7180 4
9416 2704 8
2707 7302 9
6881 5767 6
9494 6085 4
2996 6312 2
3151 2290 5
956 771 3
1671 9809 3
8994 6822 10
7906 2324 2
3962 8093 8
3229 7152 10
547 4034 7
7784 9880 4
5997 2876 6
7289 2380 8
2825 3336 9
9207 1360 10
2191 354 2
5502 4613 9
5993 8575 2
5540 8156 4
2389 5055 10
1357 2839 2
2762 8837 1
4127 2478 1
486 5303 7
7617 862 7
4556 3054 4
8318 8556 7
756 902 2
1287 6442 10
5322 5184 5
9744 2893 4
4045 5656 3
7575 6135 1
3485 6622 6
9084 4239 9
6042 5147 5
3355 3465 1
1633 573 5
8486 8212 8
3495 3535 4
3559 3279 9
2815 3676 5
907 1252 3
7830 4737 5
55 173 6
3143 6216 3
1989 9571 1
3040 1205 4
7696 9691 7
2443 9539 4
5078 9450 5
607 2265 1
8143 9525 3
1815 7355 3
8461 7410 6
5698 6906 2
8083 8895 6
3933 8287 3
6708 5984 6
7696 4779 5
2219 6210 6
2725 3169 3
556 1312 8
5990 9480 3
2514 4293 6
9212 9992 4
2125 4427 1
4610 8360 1
1004 1420 7
7090 9117 8
9066 7688 8
493 414 7
538 970 2
3755 3312 4
680 5827 7
1367 5039 1
8887 8152 10
3599 5632 4
5020 5448 6
489 6396 5
8177 9905 8
8591 6584 8
5913 927 4
5578 1102 6
7757 9218 5
9148 31 7
2664 5270 9
7143 8870 4
2627 242 4
1552 7083 2
2248 5260 10
3438 204 4
5165 2469 3
7000 8047 5
9515 5804 5
9749 4952 8
1647 7617 9
1698 4760 1
7381 3739 3
1216 1644 6
7800 3892 8
4289 7330 2
3714 2496 2
4066 9496 1
1872 5364 6
8896 1465 10
2304 3113 7
982 1163 10
4882 8544 9
5376 6112 5
2953 3912 8
5790 4553 10
5184 8267 8
7047 8685 5
6957 557 1
9024 9454 8
6044 8110 3
7032 5444 6
2781 6678 2
8622 8406 5
6106 1359 9
3835 3501 3
8895 8685 2
9154 5732 8
8910 9042 7
4030 8066 3
6968 462 3
9370 7495 9
9288 6628 7
7749 1602 3
2323 7709 4
3514 7896 6
9258 3143 1
3269 2298 6
2318 1208 10
1925 1591 8
7337 4911 1
7212 4281 8
2530 9921 6
4527 7671 9
1281 6346 10
9395 9860 8
1010 9118 2
7662 8740 2
6399 1058 10
4178 9335 3
2728 6673 4
5388 3885 8
1895 2767 9
1382 7294 10
6120 4928 7
1271 4323 9
4319 1685 10
6862 5699 2
1703 2099 2
4104 2629 8
8097 5357 3
3352 7097 10
2889 5344 7
2348 6727 2
5829 9199 2
5657 471 5
5346 1142 2
6857 8004 1
7108 6059 2
4769 163 4
8118 4612 3
8140 7965 1
8399 7206 5
1426 9554 2
8099 1736 4
9700 7393 7
1976 9091 9
5937 5948 3
1949 3056 2
6413 4178 7
3506 2296 2
2308 437 7
4560 8836 3
5805 6614 10
128 4713 6
3651 765 1
3997 9093 3
1837 1382 1
7681 3332 8
9584 6097 6
1651 9603 4
4682 8263 1
2030 2824 10
6584 4981 4
693 5109 10
2890 5113 7
2481 5462 1
1163 7300 3
2145 4981 7
6184 4566 4
4401 2569 7
4915 3603 3
5865 5633 7
8356 2217 8
1110 9263 9
1281 2153 2
8569 986 7
8599 8501 9
6364 647 2
7460 6831 8
4654 7585 9
7802 2500 2
5566 4717 7
9802 3074 5
5371 536 8
6050 8169 3
8193 6738 2
2151 1690 3
3409 8054 2
6001 1866 6
9510 2872 1
5589 7027 3
1622 2593 10
3289 2396 4
7173 4119 10
6672 6521 9
4676 1067 10
19 3218 10
7512 6628 4
8355 8981 10
6030 8491 3
7642 432 10
1754 2055 3
584 5344 1
8839 8869 3
7631 1893 4
4591 2921 1
8290 2941 2
3679 6805 2
3474 5160 3
5136 7543 4
3318 5185 9
4879 3292 6
9033 228 10
1936 9067 1
5310 3050 6
8853 7642 9
9816 5932 10
3997 5964 5
1158 9438 8
3652 4574 1
4637 4244 8
6055 5475 2
5880 4509 10
7401 2797 10
4143 8107 10
9130 3312 2
7039 9480 7
7888 3477 1
1895 987 1
1062 991 8
4124 5629 2
2371 8036 10
6615 3917 1
4734 7670 8
8273 8166 7
4863 7296 9
5446 4335 10
1962 2224 9
794 471 9
9065 1533 10
4614 2009 1
8055 732 8
9676 7347 7
5806 2082 7
4733 6707 3
4471 1570 10
1170 3369 7
3701 5331 1
6061 6126 2
9409 1543 7
3749 6157 6
6421 564 9
778 241 6
5404 6047 10
7701 7133 8
4515 1604 10
8626 9126 9
7073 9179 3
7743 5241 9
5237 4650 4
615 4751 1
8003 1173 5
6123 1951 8
1590 3708 8
9140 1409 1
9749 2276 7
1928 903 6
3829 7976 5
1061 2071 6
771 3660 9
2024 4276 2
9434 8631 5
3760 4754 9
4680 6344 7
1647 5484 8
2099 1585 4
507 3514 7
8042 3695 5
1109 4756 7
9416 5527 9
2374 7551 7
6436 3337 8
8022 3449 2
1560 8129 7
5158 6128 3
165 8227 9
3801 8735 5
8339 3129 10
854 590 8
1792 7 5
6390 8733 8
1617 1521 7
5474 9544 6
438 7456 8
1746 8967 8
4890 9132 6
3268 9285 3
7864 7625 4
6155 4831 5
9202 6623 4
4128 9365 7
6605 982 1
5123 2809 5
7091 9599 3
3540 1345 10
6117 6235 5
6922 5856 10
9166 72 7
892 6228 8
6856 5430 3
5531 5911 9
6587 8868 3
5517 3992 2
343 1083 3
8978 4623 8
227 740 6
3313 4015 2
5685 9533 4
5681 425 4
6861 7281 7
4663 2812 8
1831 5752 6
2686 7621 8
9997 7965 3
9612 3295 8
4219 3522 9
7766 3188 6
7169 8873 9
6645 4554 7
2348 7767 8
9834 2431 3
3231 614 7
5497 3300 10
8106 9650 7
1799 9262 2
6466 9833 5
8226 7600 3
353 4769 8
5662 1414 2
7748 115 10
3467 9949 3
8351 9533 7
5339 5030 8
9949 9488 10
8875 1287 2
1097 4106 5
3193 8684 7
8477 9038 7
2634 1052 3
7697 8800 8
528 8619 8
5790 3323 1
8019 8662 3
3548 4963 3
8727 191 1
3168 7640 9
3794 833 3
2021 5662 1
1369 8296 3
8483 2345 5
9361 2874 7
6540 5016 10
3252 3035 4
1346 6583 10
8928 1662 1
4150 4830 1
3478 4977 6
7843 3350 8
1245 4719 6
5700 3202 1
8954 8915 7
3532 5455 6
1433 5059 1
4349 6405 7
2228 5334 1
6650 9484 2
2360 9315 1
5255 7158 1
164 8403 10
3369 455 4
5271 5762 10
6400 9294 7
2545 728 7
8077 1429 2
6545 3657 8
6676 307 5
7989 9019 10
4279 626 10
3919 790 5
4630 511 1
8543 2134 3
7724 8534 7
2361 1079 7
2057 5509 8
4510 2054 5
8650 8730 4
2274 6719 5
5213 7350 1
8014 1269 3
9218 5899 4
878 795 9
4652 8519 5
7721 7232 5
1517 5641 6
3095 152 10
4681 8802 3
2927 7428 4
191 8993 5
4434 7007 4
5818 6225 6
7714 3456 1
5392 8108 2
4308 5829 5
4304 3699 6
9809 3146 10
7369 4179 4
11 7106 2
5724 3650 5
8788 4436 2
9474 254 10
6059 7968 8
9791 9712 8
2042 4021 10
1526 8325 9
3004 4487 7
4633 1856 6
1417 8219 5
5628 295 7
5185 5436 3
1748 4910 9
4537 7321 8
3486 3464 10
544 5506 3
9783 3385 1
9073 6389 8
7861 1022 4
4476 2439 5
902 4420 10
978 9605 6
1842 1353 8
2961 2243 1
8400 5729 5
7199 2625 4
2724 2408 9
6574 7833 10
4911 5694 4
1456 6523 6
6220 7425 6
7631 4756 1
4479 2950 6
6236 2263 9
8019 663 9
6913 7863 4
7666 587 5
8156 3513 8
1387 8424 3
5641 6232 8
8686 8804 5
6151 6435 1
9573 914 4
4348 3503 7
1367 7874 1
467 4787 6
2192 8806 5
6326 3314 8
4646 4702 4
8660 343 6
9197 9029 10
3511 1532 7
8934 1105 4
7307 1805 9
4295 3172 3
5595 9991 2
1110 2184 8
3564 4862 5
5883 9508 7
6626 8168 2
9953 3717 3
5732 7229 5
651 2515 2
6484 9822 7
2172 4117 2
5734 6065 3
435 7175 9
295 7092 2
3469 9327 10
7697 5954 1
2268 2259 8
2220 4344 7
56 4995 2
8997 1479 6
6095 3 6
2718 5737 1
9333 2524 8
8131 2819 2
1792 2640 10
1314 337 6
9004 2605 5
411 1177 9
5400 1233 4
2903 230 5
6581 2678 8
4376 5396 7
4588 4729 2
8327 9213 3
9159 1005 4
9318 8671 3
8135 7675 9
2859 4439 6
1928 9839 2
2343 9094 4
4238 5675 2
6135 6403 1
122 991 10
2985 9319 5
8667 4830 1
3342 4148 2
8355 8635 10
2325 1494 9
7472 9774 10
3853 2118 6
6817 6356 2
8810 8843 7
6200 5317 9
4672 8302 10
2356 3322 10
7398 6664 10
4760 1371 5
2501 48 1
4681 7521 6
6700 7726 4
517 4543 2
3658 3354 5
9555 5906 3
2795 578 7
5354 2935 9
9095 333 6
6984 1445 9
9860 298 8
4230 4979 9
8375 8031 7
990 8549 3
9961 8559 9
4128 4466 5
3612 7261 4
1398 8967 1
8859 4414 6
2984 1398 4
4832 7610 2
3081 1841 2
8851 6568 3
2348 7559 2
6740 3872 4
838 8000 10
7194 1612 2
7777 9363 1
3999 8222 6
555 7558 6
4908 8742 7
9559 1824 10
5542 675 8
3205 9375 7
5768 6115 2
6891 3305 2
2481 500 5
1684 4629 10
6206 8629 2
8791 5536 2
9127 6796 4
3425 2707 10
9564 8250 6
8623 7807 3
5242 9927 1
5733 3171 6
4224 2004 8
680 3688 8
6499 9894 9
6892 5038 7
4843 517 3
1537 3942 10
6406 9858 2
8303 8481 9
9576 75 7
9668 5808 10
6713 6385 4
611 7065 2
8697 5350 10
87 746 6
604 2938 3
898 4189 1
756 3691 7
5590 999 5
5665 4587 3
7826 1346 8
4211 6461 1
7628 5264 1
3897 3962 3
707 4049 9
8712 1006 7
4606 1904 7
3258 9013 10
6566 4603 1
9450 6620 9
8354 798 7
324 5009 1
2904 8990 5
7327 2887 9
7099 9946 9
7618 5010 7
7426 5968 1
5072 9227 4
9113 2145 9
4154 1596 10
134 6302 8
7460 6626 10
3952 9531 2
9357 3210 9
5075 309 8
1195 4279 8
8321 1706 7
7352 3130 6
1747 2244 1
746 6398 9
2717 6532 2
5486 344 10
9617 4297 3
2738 3654 3
5099 5081 5
7406 6277 4
4723 950 10
4361 8302 3
3226 6402 9
4237 7148 7
3195 6217 1
4808 1703 7
3048 1321 4
7170 411 10
4503 5510 4
8497 2916 1
3122 3992 1
9454 8353 6
8916 1580 8
6974 2169 8
7782 5364 7
5122 6525 2
9158 9573 5
3844 3095 7
8535 3950 9
8308 2447 8
710 1922 10
7711 1376 5
5718 6644 7
127 9970 6
8036 7752 3
2162 9226 8
4343 4736 3
4198 4932 8
816 3468 9
2944 1776 8
4341 2487 10
6082 6550 8
6177 2268 2
4203 8747 4
4399 6783 6
2663 5297 4
1100 9640 1
1814 190 3
9271 1006 1
7031 303 10
7239 4644 9
5720 727 1
5578 3256 1
8431 7459 8
1255 8210 3
8182 873 10
4336 8325 2
1578 139 3
7400 5763 1
3043 2794 6
6814 33 1
9424 5754 10
8584 7684 6
6364 2467 7
9243 74 8
8905 8257 3
216 8945 9
1167 523 8
8661 4275 3
7162 3670 8
8669 484 1
8469 9908 7
1700 4844 3
1835 7560 3
2134 6803 7
4291 2060 6
3673 2276 1
7733 9796 6
1933 8457 4
1895 1971 4
4652 641 9
3795 5462 9
5043 7163 4
3976 5350 4
1728 7484 10
5906 8127 10
8342 8153 9
6074 5886 5
682 7819 2
9565 6067 4
2118 719 5
1508 866 9
807 5910 2
1302 9886 3
3005 7966 9
7864 3872 7
1136 8566 10
6684 4641 8
8380 1675 10
2181 1240 7
4306 9710 8
7072 1219 5
5301 8378 5
692 9680 3
7786 9037 1
8717 3254 5
1423 4390 2
8634 7426 5
8083 5806 10
5352 7987 10
149 5448 9
7720 3074 2
6098 6610 5
2130 6384 3
1168 4124 10
4422 2088 5
5164 4971 1
2590 2495 7
4748 1694 9
9087 8485 2
7733 8635 10
9804 2707 6
7175 5158 6
5239 7288 10
3794 4808 6
1065 5582 6
6112 746 8
6144 9688 3
4260 4436 10
7729 3524 5
8942 7609 2
9251 7413 10
5338 4589 8
1683 6180 8
764 9974 7
3969 7392 9
1966 3504 8
8583 9648 6
7696 3909 5
4855 7990 1
6851 6932 10
7483 2535 4
822 7873 3
5671 5908 3
7808 3024 10
1106 3345 4
9987 5311 8
5966 3895 8
5281 7943 9
1737 9150 1
1717 6001 5
9307 3484 2
4310 658 7
254 6329 5
2378 490 1
829 7948 6
6672 7935 8
2371 3901 5
7719 5535 8
9679 7272 8
5982 5342 9
9216 4649 4
7690 5311 4
4036 1917 6
2643 4295 6
4273 5125 4
9249 8149 2
5888 521 5
6422 4592 2
4899 4271 7
2526 6605 9
2506 5822 10
5971 3512 1
95 3900 10
6900 6543 5
547 817 2
2142 6418 2
1673 2306 3
7810 8728 7
9481 9979 10
4777 2505 6
1767 1363 10
3406 7335 4
6708 3782 4
1927 682 8
7794 1229 7
8785 9723 5
4278 7749 3
292 5559 1
898 1392 10
2128 2522 7
9963 4289 10
9972 4048 7
6197 7108 9
9970 5388 1
6639 3182 2
4125 8319 6
4381 2598 5
6943 9242 6
4585 141 8
5854 2269 2
2332 8584 2
3822 4908 2
8998 1105 10
4309 7427 8
3949 4067 2
7523 4544 4
820 5278 4
1866 2221 6
8471 6807 7
2820 9013 8
9692 1346 2
7205 1520 10
8766 6870 7
3787 1179 5
4197 1481 4
4140 5356 8
2403 6176 8
9616 8042 10
6072 2865 9
9020 5685 4
4238 1729 10
8039 8934 2
3101 4052 3
9267 4192 4
9213 8389 7
3226 8881 3
8136 1285 9
4675 7253 3
7084 9677 8
9004 8698 6
9938 2936 5
8569 7327 2
8721 6780 6
2095 2400 8
3000 1613 9
5387 1192 1
3129 5680 8
3400 355 1
1712 3792 9
9242 9148 9
2457 9086 5
3753 7656 4
336 2729 5
972 4824 7
5799 7824 2
5368 3211 4
170 2693 6
6257 6093 4
9597 7805 8
8967 3399 6
7035 2208 3
4391 5962 1
9075 2650 10
6891 3622 6
7107 5774 10
5288 1142 4
1014 7664 7
8771 3921 10
6884 3518 7
1493 2486 7
8899 5873 5
1743 265 9
2243 9340 10
1824 2583 4
6229 6042 8
4810 1330 2
2955 8696 6
7441 7468 9
4372 704 8
5461 2198 6
3597 1097 9
293 9192 4
9304 1435 6
965 9611 9
6248 5840 1
3658 650 4
8561 3606 10
1129 7399 10
7617 8124 7
3976 3585 5
2821 3534 4
3892 179 6
5227 9483 3
5903 6800 4
5513 9401 4
1166 3059 6
4501 7972 4
6532 9101 6
6032 3071 10
2588 7047 7
7694 6221 3
3897 6465 2
5644 1692 8
8826 3947 8
7971 5813 9
2956 6979 10
8591 1480 3
537 4364 6
6234 396 7
3703 9336 7
7461 7030 10
4753 7279 5
8576 2923 9
1883 8101 7
1991 6072 2
1499 5380 1
419 3972 3
7311 861 9
6008 7095 6
7777 7150 4
6593 963 7
7982 5716 8
2188 4292 4
8086 2528 5
4284 4519 10
2647 6018 10
7989 2789 4
4811 6452 7
8702 2461 2
6637 238 4
6612 3183 7
9970 7517 5
608 9705 10
521 4143 8
4887 4780 7
5326 7427 7
7498 5417 7
9993 6580 1
3350 5282 2
153 8271 2
459 4884 5
5375 4854 2
8712 1814 9
6341 2335 3
6498 7223 3
7526 8901 2
4572 2751 9
760 9097 10
3401 2447 4
4854 8952 6
6546 9411 2
7772 1139 8
164 9851 3
8612 2544 8
7556 9042 3
1280 2920 7
2432 3844 8
9000 957 5
8501 710 4
3285 5564 7
6340 8462 10
631 6235 1
2480 2751 2
9792 7715 6
5792 5272 10
9014 2904 2
7490 5336 7
5070 4337 4
5394 9190 4
870 2475 10
5298 5167 3
9137 2150 10
468 4631 3
8001 4423 10
8079 215 2
3550 5582 9
1942 9424 5
530 4494 4
3723 6241 5
3978 7111 2
6149 8761 10
431 7898 10
3652 4718 1
5976 9072 7
6016 7151 4
7679 7053 6
2247 8995 3
2152 9525 7
2745 9600 10
8881 9930 3
7493 6080 4
1272 2863 5
3553 2868 5
4114 8844 9
5450 4860 10
3353 2540 6
3191 4787 1
2453 3291 9
2561 6037 1
5263 1270 2
5075 5115 2
1 6387 7
9177 9941 5
3071 407 10
2390 5857 10
5211 5562 2
5086 8753 10
309 7558 1
5057 120 10
5757 5383 3
2740 6810 8
5803 3163 6
1730 2340 9
6876 5412 6
4515 4154 5
3367 5717 9
4758 7156 3
7289 7465 3
6760 8874 5
4971 983 10
4453 3724 1
9051 5879 4
6388 7609 7
18 838 1
4055 5353 5
3949 5072 4
5757 6183 10
2671 3472 5
3496 232 9
4440 1556 3
7120 6009 9
2962 1412 8
5615 7800 10
3313 7818 8
6423 1873 3
3687 2174 6
3021 4284 9
9510 3307 1
9817 6803 6
2645 1244 2
2809 4716 3
3049 7678 6
2817 9645 8
6546 2959 9
1113 9382 4
7385 9422 9
5082 2443 5
2610 8305 2
9963 4474 8
7548 3472 4
3041 6281 10
895 5683 8
162 8500 3
3582 1398 2
4820 8863 7
4283 2600 9
2273 7683 4
899 6645 1
6481 6608 6
5218 508 8
7903 9901 1
8952 7149 4
7679 7311 4
2403 7245 4
87 2065 7
7153 2701 10
9993 1326 3
5276 2226 10
5216 5059 1
9631 6629 1
3870 4532 3
4391 3484 4
594 7515 7
1650 9918 3
455 6357 10
1772 3510 3
2041 9855 10
6345 5131 8
7294 6700 7
7556 6331 8
8327 6554 10
5351 945 6
9524 7891 1
7360 5893 1
8794 6349 9
8646 4473 1
1198 2866 7
1429 5563 10
3886 2857 10
7754 6766 4
8251 5093 8
9632 444 5
4497 6320 8
3229 32 4
1880 8827 3
3240 7473 8
4462 5023 6
9188 6453 9
5398 6691 8
4659 4446 4
252 9049 7
8751 5034 3
8195 5883 3
8235 9113 6
4168 7345 3
6450 585 8
5909 5047 1
8234 588 4
6122 2338 8
9571 6997 4
3435 3602 5
8743 2353 1
4496 6901 5
6568 5136 8
8673 9304 5
5957 2106 10
7066 4367 9
6847 2601 7
9432 5075 7
8709 4646 5
8784 4433 9
4261 3177 2
4771 7673 5
7517 593 1
3024 9267 5
2228 1576 3
8369 8643 10
9558 1842 3
7686 7626 8
8153 2688 7
1969 7824 10
9387 2085 9
5510 3209 4
8535 726 8
6695 103 5
512 8683 3
2786 3405 6
3076 9315 8
8670 7001 7
9340 1506 5
4656 9827 9
757 5566 7
6388 1077 8
9691 9612 6
3588 2659 9
6752 9523 5
7845 8662 2
3932 8090 7
1862 6760 10
216 5662 7
6395 8082 7
1962 2588 5
3039 6655 6
9003 7801 5
8014 5401 9
3890 8037 6
2552 4078 1
642 9434 3
7402 8144 1
9855 4712 5
6963 7459 7
4829 9421 8
5435 8812 5
5733 7815 6
3267 2182 10
257 6072 7
5093 8624 6
213 5618 2
3547 9372 8
4299 9227 2
713 6191 2
1561 7372 3
1350 2808 6
7795 8541 3
2040 8160 5
4391 4769 7
8428 9862 3
2895 6427 1
3148 6326 6
1546 625 3
1007 7690 6
4280 5604 9
623 6954 9
2130 4749 2
1452 3142 4
2957 3885 3
6885 2313 8
5790 1560 5
3960 4709 4
7855 2607 9
7330 9966 2
2995 4247 6
2385 1222 2
4583 3352 2
8026 1156 6
9629 465 1
6002 3703 7
8589 9493 9
3955 3453 10
5648 7661 7
4319 1343 4
680 4338 3
2645 6724 5
7916 7659 9
4289 5686 5
156 1667 3
9909 7669 6
8327 2610 9
8305 2918 4
9345 4918 7
9343 9237 10
2956 6269 9
7168 5266 5
8954 9535 6
4092 176 2
6739 333 2
9851 6594 1
3018 4921 4
9326 9578 4
5439 5275 2
1918 4619 2
3387 3927 1
5547 7448 8
4431 6402 3
7327 6847 1
2260 9938 4
3889 9484 10
5162 9069 6
4741 1572 7
6368 8993 5
987 2004 3
4915 7637 2
8715 2184 4
5117 2618 3
8316 3228 3
8254 524 7
4395 765 3
3554 5928 2
8391 7021 4
8668 3389 9
7214 729 6
9148 5644 3
6630 711 9
8543 5828 9
487 497 9
4691 8751 5
7757 9499 1
6659 3053 1
982 1445 2
6877 6465 1
1766 3679 2
5011 2828 6
2245 9458 7
1663 4353 8
6403 4840 7
4371 9531 10
9216 3641 9
1178 6652 5
9068 7635 2
331 4512 7
4983 2630 8
365 7641 6
7742 9886 6
5831 7901 9
9748 4304 1
6866 5028 5
2735 596 6
8104 1774 8
9230 7194 5
1801 7525 10
837 2508 10
9904 2873 2
8152 6968 10
5857 2799 4
4268 8899 10
3870 5765 8
3004 8500 6
5779 2956 10
1559 2186 6
1325 3987 1
5604 1176 2
2514 1081 7
3417 5585 5
558 1442 4
1953 2062 3
7653 5933 10
4732 8937 1
2408 1069 9
8209 8980 6
1205 305 5
8077 5910 2
3810 4776 5
2417 8193 10
7991 5103 4
2717 7057 7
6341 4710 2
5731 9442 1
3621 8202 2
819 6412 2
6556 3969 10
6281 2046 2
7182 5857 8
5516 4626 3
5787 8969 6
7500 1686 3
7628 8028 5
41 111 8
1392 3732 2
6515 903 4
4267 3812 5
5028 93 2
1699 3627 1
9498 5495 7
5490 7634 6
6585 5134 5
1090 9115 5
304 9156 6
8961 6900 10
8525 3416 5
